Site No.,State,District,Location,Pin code,Lat,Long,Address
3923,Rajasthan,SIKAR,Sikar,332718,26.988582,71.30128,"Village. Patan, Tehsil. Neem Ka Thana,SikarSikar332718Rajasthan"
3924,Rajasthan,SIKAR,Sikar,332411,25.079481,71.89337,"Village. Shahpura, Tehsil. Khandela,SikarSikar332411Rajasthan"
3925,Rajasthan,JALORE,Jalore,343040,25.634482,73.308774,"Tehsil. Raniwara,JaloreJalore343040Rajasthan"
3926,Rajasthan,JALORE,Jalore,343040,26.567888,79.301525,"Village. Kotda , Tehsil. Jaswantpura,JaloreJalore343040Rajasthan"
3927,Rajasthan,HANUMANGARH,Hanumangarh,335524,19.744883,74.053371,"Stone No. 165/415 (24),HanumangarhHanumangarh335524Rajasthan"
3928,Rajasthan,NAGAUR,Nagaur,341503,20.10347,78.783136,"Village. Gundisar, Tehsil. Degana,NagaurNagaur341503Rajasthan"
3929,Rajasthan,SIKAR,Sikar,332701,28.140202,78.327652,"Tehsil. Sri Madhopur,SikarSikar332701Rajasthan"
3930,Rajasthan,HANUMANGARH,Hanumangarh,335803,21.826624,69.91158,"Kila No. 7 & 14 , Village. 15 P.B.N,HanumangarhHanumangarh335803Rajasthan"
3931,Rajasthan,JODHPUR,Jodhpur,342025,22.871167,70.874429,"Village. Karnisar, Tehsil. Shergarh,JodhpurJodhpur342025Rajasthan"
3932,Rajasthan,JODHPUR,Jodhpur,342309,22.780445,73.595514,"Tehsil. Balesar,JodhpurJodhpur342309Rajasthan"
3933,Rajasthan,UDAIPUR,Udaipur,313202,21.950154,72.86001,"Village. Sangath, Tehsil. Badgaon,UdaipurUdaipur313202Rajasthan"
3934,Rajasthan,SIROHI,Sirohi,307023,24.885174,73.988828,"Tehsil. Pindwara,SirohiSirohi307023Rajasthan"
3935,Rajasthan,UDAIPUR,Pratapgarh,313611,25.058837,83.213537,"Tehsil - Dhariyawad,PratapgarhPratapgarh313611Rajasthan"
3936,Rajasthan,JODHPUR,Jodhpur,342025,25.128595,74.172697,"Tehsil.Balesar,JodhpurJodhpur342025Rajasthan"
3937,Rajasthan,DUNGARPUR,Dungarpur,314011,19.299825,76.812027,"Tehsil. Dungarpur,DungarpurDungarpur314011Rajasthan"
3938,Rajasthan,JHUNJHUNU,Jhunjhunu,333001,31.228894,76.510226,"Tehsil. Jhunjhunu,JhunjhunuJhunjhunu333001Rajasthan"
3939,Rajasthan,JAIPUR,Jaipur,303338,24.373744,76.224513,"Tehsil. Phulera,JaipurJaipur303338Rajasthan"
3940,Rajasthan,ALWAR,Akbarpur,301001,26.705283,74.871426,AkbarpurAlwarAkbarpur301001Rajasthan
3941,Rajasthan,ALWAR,Alwar,321605,28.433926,78.69603,"Village. Baseth,Tehsil. Kathumar,AlwarAlwar321605Rajasthan"
3942,Rajasthan,NAGAUR,Nagaur,341031,12.41511,78.38884,"Tehsil. Riyan Badi,NagaurNagaur341031Rajasthan"
3943,Rajasthan,PALI,Pali,306421,11.262178,77.947001,"Tehsil. Rohat,PaliPali306421Rajasthan"
3944,Rajasthan,NAGAUR,Nagaur,341301,17.220013,79.148351,"Village - Khatu Kalan,NagaurNagaur341301Rajasthan"
3945,Rajasthan,ALWAR,Alwar,301001,18.477633,78.603723,"Tehsil. Alwar,AlwarAlwar301001Rajasthan"
3946,Rajasthan,BHILWARA,Bhilwara,311001,19.477817,82.807197,"Tehsil - Bhilwara,BhilwaraBhilwara311001Rajasthan"
3947,Rajasthan,BHILWARA,Bhilwara,311408,11.919805,76.933876,"Tehsil - Banera,BhilwaraBhilwara311408Rajasthan"
3948,Rajasthan,BUNDI,Bundi,323602,20.203262,85.879443,"Tehsil. Keshorai Patan,BundiBundi323602Rajasthan"
3949,Rajasthan,SIROHI,Sirohi,307514,19.21904,83.660962,"Village.  Jirawal, Tehsil . Reodar,SirohiSirohi307514Rajasthan"
3950,Rajasthan,SAWAI MADHOPUR,Sawai Madhopur,322030,12.74665,77.780609,"Tehsil. Bonli,Sawai MadhopurSawai Madhopur322030Rajasthan"
3951,Rajasthan,CHURU,Churu,332318,11.1936638,78.8732126,"Tehsil.Sujangarh,ChuruChuru332318Rajasthan"
3952,Rajasthan,HANUMANGARH,Hanumangarh,335063,12.486673,78.493729,"Kila No. 3/1, 7, 8/1, 13/1 & 14/1,HanumangarhHanumangarh335063Rajasthan"
3953,Rajasthan,UDAIPUR,Udaipur,313802,12.25648,79.490429,"Tehsil. Rishabhdev,UdaipurUdaipur313802Rajasthan"
3954,Rajasthan,BIKANER,Bikaner,331811,19.610066,76.253304,"Tehsil. Sri Dungargarh,BikanerBikaner331811Rajasthan"
3955,Rajasthan,TONK,Tonk,304804,13.881112,79.380757,"Tehsil. Deoli,TonkTonk304804Rajasthan"
3956,Rajasthan,TONK,Tonk,304021,22.336793,88.488135,"Tehsil. Newai,TonkTonk304021Rajasthan"
3957,Rajasthan,KOTA,Kota,325602,30.49658,75.325014,"Tehsil. Kanwas,KotaKota325602Rajasthan"
3958,Rajasthan,SAWAI MADHOPUR,Sawai Madhopur,322028,24.31015,74.97549,"Village. Malarna Doongar,Sawai MadhopurSawai Madhopur322028Rajasthan"
3959,Rajasthan,DUNGARPUR,Dungarpur,314030,17.596031,78.74832,DungarpurDungarpur314030Rajasthan
3960,Rajasthan,JODHPUR,Jodhpur,342307,17.31624,78.60188,"Tehsil. Bap,JodhpurJodhpur342307Rajasthan"
3961,Rajasthan,ALWAR,Alwar,301422,19.07921,79.534341,"Tehsil. Thanagazi,AlwarAlwar301422Rajasthan"
3962,Rajasthan,UDAIPUR,Pratapgarh,313611,21.09476,77.751494,"Tehsil - Dhariyawad,PratapgarhPratapgarh313611Rajasthan"
3963,Rajasthan,AJMER,Ajmer,305925,18.674214,75.181908,"Tehsil.Beawar,AjmerAjmer305925Rajasthan"
3964,Rajasthan,HANUMANGARH,Hanumangarh,335524,13.132684,77.980988,"Village - Rekharakhasar,Tehsil-Rawatsar,HanumangarhHanumangarh335524Rajasthan"
3965,Rajasthan,PALI,Pali,306503,22.67343,70.946843,"Tehsil. Rani,PaliPali306503Rajasthan"
3966,Rajasthan,JODHPUR,Jodhpur,342023,22.1572,76.018228,"Village. Bhandu Charnan,JodhpurJodhpur342023Rajasthan"
3967,Rajasthan,SIKAR,Sikar,332301,23.789969,75.796338,"Tehsil-Fatehpur,SikarSikar332301Rajasthan"
3968,Rajasthan,BARAN,Baran,325206,15.4576,78.1022,"Village - Seeswali, Tehsil - Mangrol,BaranBaran325206Rajasthan"
3969,Rajasthan,BIKANER,Bikaner,334001,14.766512,78.205009,"Village. 2 J.M.D Khara, Tehsil. Bikaner,BikanerBikaner334001Rajasthan"
3970,Rajasthan,CHURU,Churu,331506,10.60827,77.275466,"Tehsil. Sujangarh,ChuruChuru331506Rajasthan"
3971,Rajasthan,BARMER,Barmer,344044,25.45524,78.15246,"Tehsil - Siwana,BarmerBarmer344044Rajasthan"
3972,Rajasthan,PALI,Pali,306302,16.167853,75.4008,"Tehsil. Jaitaran,PaliPali306302Rajasthan"
3973,Rajasthan,JODHPUR,Jodhpur,342024,25.726981,72.275559,"Tehsil. Jodhpur,JodhpurJodhpur342024Rajasthan"
3974,Rajasthan,NAGAUR,Nagaur,341510,13.33044,79.700158,"Tehsil. Riyan Badi,NagaurNagaur341510Rajasthan"
3975,Rajasthan,BHILWARA,Bhilwara,311201,13.433994,79.51595,"Village. Rama Ka Khera,BhilwaraBhilwara311201Rajasthan"
3976,Rajasthan,DUNGARPUR,Dungarpur,314025,25.333262,70.964059,"Village : Gowari, Tehsil  : Sagwara,DungarpurDungarpur314025Rajasthan"
3977,Rajasthan,JODHPUR,Jodhpur,342024,26.39236,73.77787,"Tehsil. Balesar,JodhpurJodhpur342024Rajasthan"
3978,Rajasthan,UDAIPUR,Udaipur,313601,26.761595,73.411099,"Village. Bhatewar, Tehsil. Vallabh NagarUdaipurUdaipur313601Rajasthan"
3979,Rajasthan,NAGAUR,Nagaur,341028,18.676423,73.818412,"Village-Chhapari Kalan,Tehsil – Didwana,NagaurNagaur341028Rajasthan"
3980,Rajasthan,JHUNJHUNU,Jhunjhunu,333026,12.531607,79.611546,"Tehsil. Chirawa,JhunjhunuJhunjhunu333026Rajasthan"
3981,Rajasthan,NAGAUR,Nagaur,341022,11.902954,75.598594,"Tehsil. Jayal,NagaurNagaur341022Rajasthan"
3982,Rajasthan,BARMER,Barmer,344032,19.229541,82.572508,"Tehsil. Pachpadra,BarmerBarmer344032Rajasthan"
3983,Rajasthan,JODHPUR,Jodhpur,342022,18.824549,82.706819,"Tehsil. Shergarh,JodhpurJodhpur342022Rajasthan"
3984,Rajasthan,HANUMANGARH,Hanumangarh,335513,25.5535743,86.1516174,"Kila No. 6, 7, 14 & 15, Village.7 H.M.H.HanumangarhHanumangarh335513Rajasthan"
3985,Rajasthan,BHILWARA,Bhilwara,311204,24.252928,71.424816,"Tehsil. Hurda,BhilwaraBhilwara311204Rajasthan"
3986,Rajasthan,BHILWARA,Bhilwara,311023,22.427758,70.042669,"& 4948/2607, Village. Kothiyan,BhilwaraBhilwara311023Rajasthan"
3987,Rajasthan,SIKAR,Sikar,332301,20.873638,78.707939,"Village. Dewas,SikarSikar332301Rajasthan"
3988,Rajasthan,DAUSA,Dausa,303510,28.209013,76.133316,"Tehsil. Ramgarh Pachwara,DausaDausa303510Rajasthan"
3989,Rajasthan,BARMER,Barmer,344021,23.788149,74.51074,"Tehsil. Samdari,BarmerBarmer344021Rajasthan"
3990,Rajasthan,JODHPUR,Jodhpur,342001,25.100683,73.017169,"Tehsil. Balesar,JodhpurJodhpur342001Rajasthan"
3991,Rajasthan,HANUMANGARH,Hanumangarh,335803,23.615869,74.424081,"Killa No. 6 & 7, Village - 23 STG,HanumangarhHanumangarh335803Rajasthan"
3992,Rajasthan,TONK,Tonk,304502,23.691247,74.370248,Village Rindaliya BujurgTonkTonk304502Rajasthan
3993,Rajasthan,JODHPUR,Jodhpur,342301,12.255173,78.591361,"Village Kishneri Jeti,JodhpurJodhpur342301Rajasthan"
3994,Rajasthan,BARMER,Barmer,344001,11.268224,78.234457,"Tehsil. Gadra Road,BarmerBarmer344001Rajasthan"
3995,Rajasthan,JAIPUR,Jaipur,303012,13.251781,75.85261,"Tehsil: Bassi,JaipurJaipur303012Rajasthan"
3996,Rajasthan,NAGAUR,Nagaur,341503,10.190491,76.448897,"Village Bajiyasar,NagaurNagaur341503Rajasthan"
3997,Rajasthan,PALI,Pali,306115,14.333234,74.884421,"Village Mokampura,PaliPali306115Rajasthan"
3998,Rajasthan,SIKAR,Sikar,332021,14.59419,75.659942,"(New Khasra No 1742/122),SikarSikar332021Rajasthan"
3999,Rajasthan,UDAIPUR,Udaipur,313705,9.145047,77.997627,"Tehsil. Gogunda,UdaipurUdaipur313705Rajasthan"
4000,Rajasthan,BHILWARA,Bhilwara,311201,9.982357,76.242703,"Village Jahazpur,BhilwaraBhilwara311201Rajasthan"
4001,Rajasthan,BHILWARA,Bhilwara,311603,11.138674,76.117138,"Village Sagatpuriya,BhilwaraBhilwara311603Rajasthan"
4002,Rajasthan,KARAULI,Karauli,322220,23.824488,71.583608,"Tehsil. Karauli,KarauliKarauli322220Rajasthan"
4003,Rajasthan,JODHPUR,Jodhpur,342601,22.960764,77.620526,"Village Buchkala,JodhpurJodhpur342601Rajasthan"
4004,Rajasthan,JALORE,Jalore,343040,24.462557,74.915076,"Tehsil. Raniwara,JaloreJalore343040Rajasthan"
4005,Rajasthan,NAGAUR,Nagaur,341025,22.720667,72.710397,"Village Panchla Sidha,NagaurNagaur341025Rajasthan"
4006,Rajasthan,NAGAUR,Nagaur,342902,24.381196,75.146691,"Village Gotan,NagaurNagaur342902Rajasthan"
4007,Rajasthan,JODHPUR,Jodhpur,342303,27.392692,73.550725,"Village Raimalwara,JodhpurJodhpur342303Rajasthan"
4008,Rajasthan,AJMER,Ajmer,305801,26.147654,74.005859,"Tehsil. Kishangarh,AjmerAjmer305801Rajasthan"
4009,Rajasthan,UDAIPUR,Udaipur,313703,25.507282,75.228889,"Tehsil. Girwa,UdaipurUdaipur313703Rajasthan"
4010,Rajasthan,JAISALMER,Jaiselmer,345025,25.311892,72.944905,"Khasra No. 1615, Village. Rajmathai,JaiselmerJaiselmer345025Rajasthan"
4011,Rajasthan,PALI,Pali,306102,25.277792,72.58951,"Village. Jhala Ki Chowki, Tehsil. RaipurPaliPali306102Rajasthan"
4012,Rajasthan,RAJSAMAND,Rajsamand,313324,11.543172,78.484686,"Village. Devpura, Tehsil. Rajsamand,RajsamandRajsamand313324Rajasthan"
4013,Rajasthan,BHILWARA,Bhilwara,311001,9.784228,76.76281,"Village Sanganer,BhilwaraBhilwara311001Rajasthan"
4014,Rajasthan,SIKAR,Sikar,332001,12.15713,75.4542,"Village Kasba Sikar,SikarSikar332001Rajasthan"
4015,Rajasthan,UDAIPUR,Udaipur,313027,11.20273,78.554866,"Village Dal,UdaipurUdaipur313027Rajasthan"
4016,Rajasthan,SRI GANGANAGAR,Sri Ganganagar,335001,19.741256,78.460665,"SSB Road,Sri GanganagarSri Ganganagar335001Rajasthan"
4017,Rajasthan,BIKANER,Bikaner,334302,11.102843,75.89329,"Tehsil. Kolayat,BikanerBikaner334302Rajasthan"
4018,Rajasthan,NAGAUR,Nagaur,341001,14.174715,79.746966,"Tehsil. Nagaur,NagaurNagaur341001Rajasthan"
4019,Rajasthan,NAGAUR,Nagaur,341512,9.985389,76.803381,"Tehsil - Parbatsar,NagaurNagaur341512Rajasthan"
4020,Rajasthan,JODHPUR,Jodhpur,342023,21.604245,71.2006,"Tehsil. Balesar,JodhpurJodhpur342023Rajasthan"
4021,Rajasthan,BIKANER,Bikaner,334302,21.232786,72.863234,"Village- 33 CWB,BikanerBikaner334302Rajasthan"
4022,Rajasthan,JODHPUR,Jodhpur,342001,27.72608,75.45876,"Village Pal,JodhpurJodhpur342001Rajasthan"
4023,Rajasthan,AJMER,Ajmer,305405,25.37499,75.673318,"Village-Mehrukalan,AjmerAjmer305405Rajasthan"
4024,Rajasthan,JAISALMER,Jaiselmer,345031,26.797547,81.521456,"Tehsil. Jaiselmer,JaiselmerJaiselmer345031Rajasthan"
4025,Rajasthan,BHILWARA,Bhilwara,311601,27.52685,73.221951,"Village. Geta Paroli , Tehsil. Kotri,BhilwaraBhilwara311601Rajasthan"
4026,Rajasthan,BHILWARA,Bhilwara,311001,17.41891,79.95591,"Village Narayanpura,BhilwaraBhilwara311001Rajasthan"
4027,Rajasthan,BHILWARA,Bhilwara,327001,20.736255,77.410223,"Tehsil. Bijoliya ,BhilwaraBhilwara327001Rajasthan"
4028,Rajasthan,NAGAUR,Nagaur,341001,26.817327,71.069724,"Village – Singad, Tehsil – Nagaur,NagaurNagaur341001Rajasthan"
4029,Rajasthan,PALI,Pali,306022,24.93079,73.879582,"Tehsil. Desurai ,PaliPali306022Rajasthan"
4030,Rajasthan,PALI,Pali,306902,27.152496,72.733535,"Village Angor,PaliPali306902Rajasthan"
4031,Rajasthan,UDAIPUR,Udaipur,313702,25.2717785,73.9037529,"Village Phalasiya,Tehsil JhadolUdaipur,Udaipur313702Rajasthan"
4032,Rajasthan,ALWAR,Alwar,301713,16.8502768,81.7161362,"Tehsil. Kotkasim,AlwarAlwar301713Rajasthan"
4033,Rajasthan,UDAIPUR,Pratapgarh,312616,18.629105,83.599334,"Chouraha, Tehsil: Pratapgarh,PratapgarhPratapgarh312616Rajasthan"
4034,Rajasthan,JHUNJHUNU,Jhunjhunu,333026,10.583414,79.732676,"Village - Sehi Kalan,Tehsil - Surajgarh,JhunjhunuJhunjhunu333026Rajasthan"
4035,Rajasthan,JALORE,Jalore,343041,12.9952,76.085561,"Village Sanchore,JaloreJalore343041Rajasthan"
4036,Rajasthan,JAISALMER,Jaisalmer,345001,11.167718,75.930224,"Village  Kanoi,JaisalmerJaisalmer345001Rajasthan"
4037,Rajasthan,HANUMANGARH,Hanumangarh,335513,23.143808,69.585457,"Kila No. 25, Village 50 N.G.C.,HanumangarhHanumangarh335513Rajasthan"
4038,Rajasthan,TONK,Tonk,304504,23.106437,79.574543,"Village Dholi,TonkTonk304504Rajasthan"
4039,Rajasthan,AJMER,Ajmer,305403,23.11234,72.671496,"Tehsil. Sarwar,AjmerAjmer305403Rajasthan"
4040,Rajasthan,SRI GANGANAGAR,Sri Ganganagar,335001,21.49649,71.160853,"Stone No. 40/300, Village.23 LGW ‘B’,Sri GanganagarSri Ganganagar335001Rajasthan"
4041,Rajasthan,SRI GANGANAGAR,Sri Ganganagar,335001,20.791739,76.690861,"Village. 2 ML, Nathawali,Sri GanganagarSri Ganganagar335001Rajasthan"
4042,Rajasthan,KOTA,Kota,325602,19.737613,79.162595,"Village Kanwas,KotaKota325602Rajasthan"
4043,Rajasthan,BANSWARA,Banswara,327606,21.679855,71.96302,"Village Mahudi,BanswaraBanswara327606Rajasthan"
4044,Rajasthan,NAGAUR,Nagaur,341303,21.315786,71.992484,"Tehsil. Didwana,NagaurNagaur341303Rajasthan"
4045,Rajasthan,BHILWARA,Bhilwara,311803,27.102898,72.3247123,"Village Nahri,BhilwaraBhilwara311803Rajasthan"
4046,Rajasthan,BHILWARA,Bhilwara,311603,26.75501,72.90142,"Khasra No. 5448/3888,BhilwaraBhilwara311603Rajasthan"
4047,Rajasthan,JODHPUR,Jodhpur,342302,26.44894,73.570327,"Village Rahimpura,JodhpurJodhpur342302Rajasthan"
4048,Rajasthan,KOTA,Kota,325004,9.249346,77.677777,"Tehsil. Pipalda,KotaKota325004Rajasthan"
4049,Rajasthan,NAGAUR,Nagaur,341514,8.404179,77.759134,"Village.Lanhch Ki Dhani,NagaurNagaur341514Rajasthan"
4050,Rajasthan,JODHPUR,Jodhpur,342311,23.398365,70.774094,"Village Shree Krishna Nagar,JodhpurJodhpur342311Rajasthan"
4051,Rajasthan,JODHPUR,Jodhpur,342001,20.766015,74.575038,"Village Bapu Nagar,JodhpurJodhpur342001Rajasthan"
4052,Rajasthan,BHILWARA,Bhilwara,311001,23.0607,78.2132,"Tehsil. Hamirgarh,BhilwaraBhilwara311001Rajasthan"
4053,Rajasthan,JHALAWAR,Jhalawar,322602,22.894728,69.505134,"Village Ratlai,JhalawarJhalawar322602Rajasthan"
4054,Rajasthan,SIKAR,Sikar,332702,23.034898,70.200707,"(New Khasra No. 3007/2971),SikarSikar332702Rajasthan"
4055,Rajasthan,JODHPUR,Jodhpur,342303,24.872156,78.150781,"Village Pabu Nagar,JodhpurJodhpur342303Rajasthan"
4056,Rajasthan,BARMER,Barmer,344034,20.064319,74.963863,"Village Nosar,BarmerBarmer344034Rajasthan"
4057,Rajasthan,JAIPUR,Jaipur,303701,19.578297,76.246608,"Tehsil. Amer,JaipurJaipur303701Rajasthan"
4058,Rajasthan,NAGAUR,Nagaur,341001,23.247911,69.844551,"Village Fagali,NagaurNagaur341001Rajasthan"
4059,Rajasthan,UDAIPUR,Udaipur,313601,23.288353,70.33779,"Village Bhamrasiya,UdaipurUdaipur313601Rajasthan"
4060,Rajasthan,BHILWARA,Bhilwara,311011,29.302487,77.921078,Village Karoi KalanBhilwaraBhilwara311011Rajasthan
4061,Rajasthan,PALI,Pali,306601,29.893498,74.172441,"Village Bijova,PaliPali306601Rajasthan"
4062,Rajasthan,ALWAR,Alwar,301701,29.054544,77.707497,"Village Behror Tarf Nainsukh,AlwarAlwar301701Rajasthan"
4063,Rajasthan,BARMER,Barmer,344032,28.433571,75.502082,"Tehsil. Pachpadra,BarmerBarmer344032Rajasthan"
4064,Rajasthan,JAISALMER,Jaisalmer,345033,27.4774,71.72818,"RD Road,JaisalmerJaisalmer345033Rajasthan"
4065,Rajasthan,SRI GANGANAGAR,Sri Ganganagar,335804,25.956021,75.523949,"Kila No. 3, 4 & 5, Village – 17 S T B,Sri GanganagarSri Ganganagar335804Rajasthan"
4066,Rajasthan,HANUMANGARH,Hanumangarh,335512,31.606168,74.857342,"Village Bhukarka,HanumangarhHanumangarh335512Rajasthan"
4067,Rajasthan,BHILWARA,Bhilwara,311602,30.900553,75.929156,"Village Bijoliya Kalan,BhilwaraBhilwara311602Rajasthan"
4068,Rajasthan,Bharatpur,Bharatpur,321409,31.042703,76.698308,"Tehsil : Bhusawar,BharatpurBharatpur321409Rajasthan"
4069,Rajasthan,Udaipur,Udaipur,313704,10.913629,78.041074,"Village Vishma,UdaipurUdaipur313704Rajasthan"
4070,Rajasthan,Bhilwara,Bhilwara,311011,10.572245,77.162513,"Village Haled,BhilwaraBhilwara311011Rajasthan"
4071,Rajasthan,Karauli,Karauli,322241,10.62456,77.12516,"Tehsil-Karauli,KarauliKarauli322241Rajasthan"
4072,Rajasthan,Ajmer,Ajmer,305204,11.419321,79.126964,Village NadAjmerAjmer305204Rajasthan
4073,Rajasthan,Bikaner,Bikaner,334803,11.986469,79.232605,Village BhamatsarBikanerBikaner334803Rajasthan
4074,Rajasthan,Tonk,Tonk,341022,13.783637,77.788653,"Village Malpura,TonkTonk341022Rajasthan"
4075,Sikkim,EAST DIST SIKKIM,Gangtok,737101,12.939147,80.08716,Khatian No-7/368GangtokGangtok737101Sikkim
4076,Tamil Nadu,COIMBATORE,Tirupur,641663,12.915261,77.54189,SamalapuramTirupurTirupur641663Tamil Nadu
4077,Tamil Nadu,VILLUPPURAM,Villupuram,605803,13.92916,75.55352,Sithalingamadam VillageVillupuramVillupuram605803Tamil Nadu
4078,Tamil Nadu,VILLUPPURAM,Villupuram,606204,13.037096,77.606547,VillupuramVillupuram606204Tamil Nadu
4079,Tamil Nadu,DHARMAPURI,Krishnagiri,635307,12.965289,77.394704,KrishnagiriKrishnagiri635307Tamil Nadu
4080,Tamil Nadu,TIRUVANNAMALAI,Thiruvannamalai,606759,13.085231,79.6783,ThiruvannamalaiThiruvannamalai606759Tamil Nadu
4081,Tamil Nadu,KARUR,Anchur,600001,30.257467,78.150564,567/C2ChennaiAnchur600001Tamil Nadu
4082,Tamil Nadu,TIRUVALUR,Thiruvallur,600067,10.835709,79.404974,Sholavaram VillageThiruvallurThiruvallur600067Tamil Nadu
4083,Tamil Nadu,SALEM,TIRUPUR,625706,32.055822,75.497634,TIRUPURTIRUPUR625706Tamil Nadu
4084,Tamil Nadu,NAGAPPATTINAM,NAGAPATTINAM,610207,24.222395,75.038856,NagapattinamNAGAPATTINAM610207Tamil Nadu
4085,Tamil Nadu,THIRUVARUR,Thiruvallur,600033,25.708747,83.252496,MadhavaramThiruvallurThiruvallur600033Tamil Nadu
4086,Tamil Nadu,DINDIGUL,Palayam,624620,26.029185,82.637339,Dindugal  RoadDindugulPalayam624620Tamil Nadu
4087,Tamil Nadu,KRISHNAGIRI,Krishnagiri,635104,24.702725,76.359009,"Nehru Nagar, Bargur Taluk,KrishnagiriKrishnagiri635104Tamil Nadu"
4088,Tamil Nadu,TIRUVALUR,Thiruvallur,600060,24.960834,75.282597,MadhavaramThiruvallurThiruvallur600060Tamil Nadu
4089,Tamil Nadu,PUDUKKOTAI,Pudukottai,622302,24.789895,72.752691,Karambakudi VillagePudukottaiPudukottai622302Tamil Nadu
4090,Tamil Nadu,CUDDALORE,Cuddalore,607004,22.669581,72.75679,"Cuddalore Taluk,VELLAKARAI VILLAGE,CuddaloreCuddalore607004Tamil Nadu"
4091,Tamil Nadu,KRISHNAGIRI,Krishnagiri,635116,22.979326,75.799397,KrishnagiriKrishnagiri635116Tamil Nadu
4092,Tamil Nadu,TIRUVALUR,Thiruvallur,630302,20.454703,75.034598,Veeramangalam VillageThiruvallurThiruvallur630302Tamil Nadu
4093,Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,623515,20.622761,77.208061,Thimmanathapuram VillageRamanathapuramRamanathapuram623515Tamil Nadu
4094,Tamil Nadu,TIRUVALUR,Thiruvallur,601203,23.436937,71.930892,"Village no.98.Nallur Village,ThiruvallurThiruvallur601203Tamil Nadu"
4095,Tamil Nadu,SALEM,Salem,636116,28.348921,77.383053,Thalaivasal Main RoadSalemSalem636116Tamil Nadu
4096,Tamil Nadu,TIRUVALUR,Thiruvallur,602204,29.680114,77.027157,"2G2, Arni-II VillageThiruvallurThiruvallur602204Tamil Nadu"
4097,Tamil Nadu,COIMBATORE,Villupuram,606401,26.90959,73.66362,Kallakurichi VillageVillupuramVillupuram606401Tamil Nadu
4098,Tamil Nadu,COIMBATORE,Coimbatore,641041,27.328551,80.855651,"Perur Taluk,CoimbatoreCoimbatore641041Tamil Nadu"
4099,Tamil Nadu,CHENNAI,chennai,600005,10.76452,78.39597,"NEW NO.127,CHENNAIchennai600005Tamil Nadu"
4100,Tamil Nadu,TIRUVALUR,Thiruvallur,600058,12.746544,79.863026,"MGR Puram, AmbatturThiruvallurThiruvallur600058Tamil Nadu"
4101,Tamil Nadu,DHARMAPURI,DHARMAPURI,636809,10.653028,78.240111,PENNAGARAM TALUKDHARMAPURIDHARMAPURI636809Tamil Nadu
4102,Tamil Nadu,VELLORE,VELLORE,632601,20.248958,79.015912,"GUDIYATHAM TALUK,VELLOREVELLORE632601Tamil Nadu"
4103,Tamil Nadu,TIRUPPUR,Tirupur,641652,23.801407,72.33175,",(AVP Road), Tirupur North TalukTirupurTirupur641652Tamil Nadu"
4104,Tamil Nadu,VELLORE,VELLORE,631102,24.4368,81.1081,KODAIKKAL VILLAGEVELLOREVELLORE631102Tamil Nadu
4105,Tamil Nadu,CHENNAI,CHENNAI,600011,22.366162,72.694711,"PERAMBUR VILLAGE,CHENNAICHENNAI600011Tamil Nadu"
4106,Tamil Nadu,TIRUVALUR,THIRUVALLUR,600120,23.681762,68.748075,"PONNERI TALUK,THIRUVALLURTHIRUVALLUR600120Tamil Nadu"
4107,Tamil Nadu,VELLORE,Velloor,632601,22.963099,77.09019,MODIKUPPAM (S.MOTTUR) VILLAGEVELLOREVelloor632601Tamil Nadu
4108,Tamil Nadu,KANIYAKUMARI,Kanniyakumar,629164,28.980605,75.60447,"Kumarapuram Village,KanniyakumarKanniyakumar629164Tamil Nadu"
4109,Tamil Nadu,VILLUPPURAM,VILLUPURAM,606102,26.934999,76.529618,", ULUNDURPET TALUK,VILLUPURAMVILLUPURAM606102Tamil Nadu"
4110,Tamil Nadu,PUDUKKOTAI,Pudukottai,622505,24.766439,76.665356,"Thirumayam Taluk,Pudukottai Dist,PudukottaiPudukottai622505Tamil Nadu"
4111,Tamil Nadu,VILLUPPURAM,Villupuram,605652,30.394024,76.403336,"Vikravandi Village, Vikravandi Taluk,VILLUPURAMVillupuram605652Tamil Nadu"
4112,Tamil Nadu,NAMAKKAL,Namakkal,636202,14.952307,79.904328,"Village, Rasipuram TalukNamakkalNamakkal636202Tamil Nadu"
4113,Tamil Nadu,DHARMAPURI,DHARMAPURI,636811,12.970354,75.983863,", PENNAGARAM TALUK, DHARMAPURI DISTRICT,DHARMAPURIDHARMAPURI636811Tamil Nadu"
4114,Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,636009,12.821446,80.199911,"Ramanathapuram Taluk,RamanathapuramRamanathapuram636009Tamil Nadu"
4115,Tamil Nadu,CHENNAI,"Chennai,",600010,14.346486,75.363268,"Chennai,Chennai,600010Tamil Nadu"
4116,Tamil Nadu,NAGAPPATTINAM,NAGAPATTINAM,611111,16.6928265,81.4517611,"KILVELUR TALUK,NAGAPATTINAMNAGAPATTINAM611111Tamil Nadu"
4117,Tamil Nadu,PUDUKKOTAI,Puthukotai,622101,9.930163,78.174925,Annavasal UnionPuthukotaiPuthukotai622101Tamil Nadu
4118,Tamil Nadu,VIRUDNAGAR,Virudhu nagar,626004,11.155062,77.265903,"Aruppukottai Taluka,Virudhu nagarVirudhu nagar626004Tamil Nadu"
